Product,Brewer_Value,Brand_Value,Package_Value,Segment_Value,AB_Segment_Value,AB_Subsegment_Value,AB_Megasegment_Value,Date,Display_Count,Display_Share,Distribution,Feature_Count,Feature_Share,Price_per_Unit,Price_per_Volume,Unit_Sales,Volume_Sales,Volume_Share_of_Category, Average_of_Max_TemperatureC , Average_of_Mean_TemperatureC , Average_of_Min_TemperatureC ,Average_of_Dew_PointC , Average_of_MeanDew_PointC , Average_of_Min_DewpointC , Average_of_Max_Humidity , Average_of_Mean_Humidity , Average_of_Min_Humidity , Average_of_Max_Sea_Level_PressurehPa , Average_of_Mean_Sea_Level_PressurehPa , Average_of_Min_Sea_Level_PressurehPa ,Average_of_Max_VisibilityKm , Average_of_ Mean_VisibilityKm , Average_of_Min_VisibilitykM ,Average_of_Max_Wind_SpeedKmh ,Average_of_Mean_Wind_SpeedKmh ,Average_of_Max_Gust_SpeedKmh,Average_of_Precipitationmm ,Average_of _CloudCover ,Average_of _WindDirDegrees ,State_GDP,Alcohol_Retail_Trade_employees ,State_Personal_income,Resident_Population_in_city,Per_Capita_Personal_Income_in_city,Occupancy,Labor_Force_in_city,Employment_in_city,Unemployment_in_city,Unemp_Rate_in_city,Consumer_Price_Index_MaltBeverages,Consumer_Price_Index_Wine,Producer_Price_Index_by_Industry
BRAND2 24-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND2,24-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,03-03-2013,0,,0.302605173,,,26.61571677,26.61571677,928,927.9187097,0.114100501,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND2 6-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND2,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,03-03-2013,12,0.061382956,0.859392284,,0,9.802092206,39.20836883,8302,2075.597635,0.255223574,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND12 12-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND12,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,03-03-2013,0,,0.762625008,,,15.63440591,31.26881181,3933,1966.403472,0.241796634,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND14 6-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND14,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND146 4-PACK 16 OZ CAN,ABI,BRAND146,4-PACK 16 OZ CAN,CRAFT/IMPORT,HE BEER,IMPORT,ABOVE CORE,03-03-2013,0,,0.481949117,,,8.348192157,37.57062177,3008,668.4188075,0.082191381,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND6 12-PACK 11.2-13 OZ GLASS,COMPETITOR3,BRAND6,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,03-03-2013,0,,0.575825468,,,14.49302222,28.98604445,2677,1338.709276,0.16461291,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND317 SINGLES 25 OZ CAN,ABI,BRAND317,SINGLES 25 OZ CAN,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND317 SINGLES 32 OZ BTL,ABI,BRAND317,SINGLES 32 OZ BTL,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,03-03-2013,0,,0.905941217,,,2.968970768,26.72340925,30048,3338.376447,0.410499778,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 12-PACK 11.2-13 OZ GLASS,ABI,BRAND261,12-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0.959145428,,,11.13367412,22.26734824,8403,4201.554608,0.516639528,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 12-PACK 12 OZ CAN,ABI,BRAND261,12-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0.996464299,,,11.11619235,22.23238471,20515,10257.33469,1.261281847,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 12-PACK 16 OZ AMBTL,ABI,BRAND261,12-PACK 16 OZ AMBTL,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 12-PACK 8 OZ CAN,ABI,BRAND261,12-PACK 8 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0.324340343,,,8.117861002,24.35601861,2053,684.2795253,0.084141677,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 18-PACK 11.2-13 OZ GLASS,ABI,BRAND261,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,51,0.25531249,0.136232285,72,0.241570387,14.2955171,19.06068947,1529,1146.537737,0.140982748,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 18-PACK 12 OZ CAN,ABI,BRAND261,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,284,1.420467257,0.596838324,696,2.333250616,13.83043722,18.44058296,20864,15647.98842,1.924137637,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 20-PACK 11.2-13 OZ GLASS,ABI,BRAND261,20-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,229,1.14839041,0.917412953,156,0.522466934,15.59827013,18.7186729,14184,11819.5803,1.453381655,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 20-PACK 12 OZ CAN,ABI,BRAND261,20-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,145,0.727826473,0.433735201,142,0.475916007,15.80715245,18.96934172,8635,7195.55799,0.884793852,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 20-PACK 16 OZ AMBTL,ABI,BRAND261,20-PACK 16 OZ AMBTL,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 24-PACK 11.2-13 OZ GLASS,ABI,BRAND261,24-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 24-PACK 8 OZ CAN,ABI,BRAND261,24-PACK 8 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0.031148283,,,12.98779724,19.48072182,175,116.6367558,0.01434211,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 30-PACK 12 OZ CAN,ABI,BRAND261,30-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,476,2.382055149,0.56808701,585,1.962634151,20.5820914,16.46567312,21473,26841.13934,3.300491094,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 36-PACK 12 OZ CAN,ABI,BRAND261,36-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,272,1.359189204,0.431381793,431,1.445371317,22.99457976,15.32971984,29058,43587.25715,5.359659,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 3-PACK 25 OZ CAN,ABI,BRAND261,3-PACK 25 OZ CAN,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 6-PACK 11.2-13 OZ GLASS,ABI,BRAND261,6-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0.965139553,,,7.607984485,30.43193794,7619,1904.773441,0.234218365,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND261 8-PACK 16 OZ AMBTL,ABI,BRAND261,8-PACK 16 OZ AMBTL,PREMIUM,CORE,PREMIUM LIGHT,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND272 12-PACK 8 OZ CAN,ABI,BRAND272,12-PACK 8 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND272 3-PACK 25 OZ CAN,ABI,BRAND272,3-PACK 25 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND272 SINGLES 25 OZ CAN,ABI,BRAND272,SINGLES 25 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND275 12-PACK 11.2-13 OZ GLASS,ABI,BRAND275,12-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,03-03-2013,0,,0.85055077,,,13.03887734,26.07775468,3476,1738.230401,0.213739584,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND275 12-PACK 12 OZ CAN,ABI,BRAND275,12-PACK 12 OZ CAN,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,03-03-2013,0,,0.570814351,,,13.31324016,26.62648032,1692,846.0928546,0.104038875,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND275 6-PACK 11.2-13 OZ GLASS,ABI,BRAND275,6-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,03-03-2013,0,,0.783078229,,,8.053123431,32.21249373,4100,1025.043001,0.126043282,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND200 12-PACK 8 OZ CAN,ABI,BRAND200,12-PACK 8 OZ CAN,FMB/PAB,HE NEAR BEER,FMB,ABOVE CORE,03-03-2013,0,,0.790436567,,,13.0146465,39.04784428,4915,1638.198855,0.201439315,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND200 SINGLES 25 OZ CAN,ABI,BRAND200,SINGLES 25 OZ CAN,FMB/PAB,HE NEAR BEER,FMB,ABOVE CORE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND266 SINGLES 25 OZ CAN,ABI,BRAND266,SINGLES 25 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,03-03-2013,0,,0,,,0,0,,0,0,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND266 SINGLES 40 OZ WDBTL,ABI,BRAND266,SINGLES 40 OZ WDBTL,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,03-03-2013,0,,0.360755315,,,4.076406728,29.34778062,4193,582.4396393,0.071619048,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND312 30-PACK 12 OZ CAN,ABI,BRAND312,30-PACK 12 OZ CAN,VALUE,VALUE,VALUE REGULAR,CORE & VALUE,03-03-2013,0,,0.132020695,,,16.98,13.584,419,523.3347226,0.064351277,18.42857143,14.57142857,10.42857143,10.28571429,8.285714286,5.142857143,88.57142857,67.14285714,45.14285714,1019.142857,1017,1014.428571,16,14.42857143,7.714285714,14.14285714,2.142857143,25.85714286,1.887142857,5,150.7142857,2170092,14.6,1811129422,10045.175,47580,0.763307985,4954000,4455500,498500,0.101,1.266,9.933,
BRAND1 6-PACK 11.2-13 OZ GLASS,COMPETITOR97,BRAND1,6-PACK 11.2-13 OZ GLASS,ASSORTED SEGMENT,HE BEER,CRAFT,ABOVE CORE,11-03-2013,0,,0.040897322,,,10.9275,43.71,1595,398.6899338,0.045802719,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND8 6-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND8,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,11-03-2013,0,,0,,,0,0,,0,0,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND19 6-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND19,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,11-03-2013,0,,0.06762071,,,14.74387112,58.97548446,537,134.2072062,0.015418134,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND19 6-PACK 12 OZ CAN,COMPETITOR135,BRAND19,6-PACK 12 OZ CAN,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,11-03-2013,0,,0.004188201,,,15.99413793,63.97655172,51,12.67764044,0.001456446,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND26 12-PACK 11.2-13 OZ GLASS,COMPETITOR135,BRAND26,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,ULTRA HIGH END,ABOVE CORE,11-03-2013,0,,0.03289621,,,20.99,41.98,147,73.44288254,0.008437343,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND176 12-PACK 11.2-13 OZ GLASS,COMPETITOR1,BRAND176,12-PACK 11.2-13 OZ GLASS,PREMIUM PLUS,CORE,PREMIUM PLUS,CORE & VALUE,11-03-2013,0,,0.510806148,,,12.6927791,25.38555821,1651,825.7113733,0.094860247,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND140 12-PACK 11.2-13 OZ GLASS,ABI,BRAND140,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,11-03-2013,72,0.33456978,0.575294307,159,0.455583414,14.90358996,29.80717991,2011,1005.292663,0.115491095,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND140 24-PACK 11.2-13 OZ GLASS,ABI,BRAND140,24-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,11-03-2013,0,,0.160963024,,,23.37645632,23.37645632,368,367.6585293,0.042237736,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND140 6-PACK 11.2-13 OZ GLASS,ABI,BRAND140,6-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,11-03-2013,0,,0.326938543,,,9.678917166,38.71566866,1466,366.3942297,0.042092489,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND144 12-PACK 11.2-13 OZ GLASS,ABI,BRAND144,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,11-03-2013,0,,0.425832225,,,14.64973551,29.29947102,1019,509.4600899,0.058528333,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
BRAND4 12-PACK 11.2-13 OZ GLASS,COMPETITOR3,BRAND4,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,CORE,CORE IMPORT,CORE & VALUE,11-03-2013,0,,0.772189861,,,14.49511032,28.99022063,3022,1511.23548,0.173615353,25.28571429,19,12.71428571,11.57142857,6.571428571,0.571428571,83.28571429,55.85714286,28,1017.857143,1015.428571,1013.571429,16,14,9.714285714,10.57142857,1,17.16666667,0,2,100.1428571,2302379,15.2,1883847244,10045.175,47580,0.724,4994700,4541700,453000,0.091,1.239,10.511,
